audio_path,reference_text,language
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F12\S05_F12_318.wav,"新橋,國小,新生,國小",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M12\S17_M12_242.wav,"答應,束縛,柴桶",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F26\S12_F26_331.wav,"手盤,手肚",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F01\S18_F01_316.wav,"丹毒,關節炎,地支",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M03\S05_M03_213.wav,"海佃,國中,土城仔,高中",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M34\S20_M34_068.wav,"愛情,的力量,惜別,的海岸",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M14\S20_M14_028.wav,"台北,發的尾班車",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M14\S05_M14_072.wav,"吳園,大菜市",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F56\S20_F56_212.wav,"愛注意,啥我愛聽,台語歌",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M34\S20_M34_160.wav,"野鳥,甘願,靠岸,人生",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M01\S20_M01_136.wav,"綠島,之夜香港,戀情",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F62\S20_F62_103.wav,"長途,夜車,就是,有鬆",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M04\S30_M04_039.wav,"問無情天,愛你的心肝",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M36\S20_M36_228.wav,"九一點一,府城之聲",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M45\S20_M45_016.wav,"水潑,落地,歹收回",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F59\S20_F59_195.wav,"袂使,食啥物,物件,我欲聽,la-ji-oo",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F37\S20_F37_009.wav,"講啥物,山盟海誓",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M12\S27_M12_203.wav,"這款小可仔,代誌,我來應付,就好",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F57\S20_F57_003.wav,"愛情,的騙子,我問你",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F38\S23_F38_026.wav,"標頭,否認,變心",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F38\S16_F38_198.wav,"鑽耳,特務,大門",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M58\S26_M58_161.wav,"昨昏,電視,有報講兩个𨑨迌囡仔,佇公園,相刣",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M64\S10_M64_089.wav,鳳山,nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M30\S28_M30_145.wav,"伊共玻璃,窗仔,拭甲金滑仔,金滑",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F22\S16_F22_201.wav,"抹面,特殊,鄉土",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M36\S20_M36_055.wav,"只好,放你行落雨,的暗暝",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F07\S05_F07_015.wav,"赤山,龍湖巖",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M44\S20_M44_089.wav,"心所愛的人再會,夜都市",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F04\S16_F04_130.wav,"紗仔,貴參參,徛家",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F59\S20_F59_047.wav,"𨑨迌人,的目屎",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F49\S28_F49_014.wav,"伊是這个歌仔戲,班的小旦",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F09\S28_F09_070.wav,"這擺我存死,欲佮伊拚",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F42\S20_F42_109.wav,"酒國,英雄,孤家,寡人",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F53\S21_F53_334.wav,"雞母,菩提樹,光緒",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M29\S30_M29_123.wav,"燒酒透咖啡,哈酒",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F49\S38_F49_059.wav,"放手,食果子拜樹頭",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M04\S30_M04_303.wav,"話若毋講頭前,留你留袂著",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F50\S32_F50_070.wav,"彼間冊店,的冊真濟",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M29\S20_M29_158.wav,"振作,故鄉,媽媽,心疼",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M10\S16_M10_125.wav,"皮鞋,關連,開開",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M52\S30_M52_288.wav,"絕情批,難忘的鳳凰橋",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M04\S30_M04_034.wav,"莫問你會驚,愛到遮為止",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F41\S24_F41_273.wav,"九官鳥,踅一輦,上櫃",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F50\S27_F50_044.wav,"七少年,八少年,就著這款死症",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M04\S20_M04_224.wav,"八九點五,人生電臺",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F38\S30_F38_085.wav,"Sa-yo-na-ra,夜港邊,無你若有我",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M35\S20_M35_171.wav,"替我叫計程車,啥物,運動",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M12\S24_M12_141.wav,"人格者,三教九流,上店窗",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M43\S20_M43_117.wav,"愛情,恰恰,蝴蝶,夢飛",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F43\S17_F43_348.wav,"觀想,收音機,會勘",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M62\S10_M62_048.wav,嘉義,nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F37\S20_F37_043.wav,"今暗,我欲唱歌",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M64\S13_M64_005.wav,"林森南路,林森北路",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M30\S20_M30_007.wav,"今夜,又閣咧落雨",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M40\S20_M40_071.wav,"最後,的探戈,一定,愛成功",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F55\S26_F55_214.wav,"這款治標,無治本,的代誌,千萬,毋通,做",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M03\S05_M03_123.wav,"赤嵌樓,四草,砲台",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F54\S20_F54_194.wav,"袂使,食啥物,物件,我欲聽,電台",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F12\S27_F12_215.wav,"你免數想,欲霸占,阮兜的財產",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F12\S15_F12_076.wav,"交割,滿滿,",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F57\S20_F57_019.wav,天若有情也會老,nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F36\S16_F36_045.wav,"杯仔,反感,鼓井",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F19\S29_F19_209.wav,依依同命不得已,nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F36\S16_F36_163.wav,"車布邊,疏櫳,宿舍",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M32\S20_M32_229.wav,"九一點五,自由之聲",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F41\S24_F41_253.wav,"九重樹,三堡三,上巴士",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M34\S20_M34_101.wav,"黃昏,的故鄉,苦海,女神龍",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F48\S18_F48_024.wav,"手中心,有紅斑,呸血,寒人",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F41\S14_F41_081.wav,"看傀儡仔戲,看皮猴戲",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F17\S26_F17_136.wav,"我藏佇衫仔櫥,的私奇,去予阮阿母,揣著矣",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F13\S16_F13_236.wav,"規格,照樣,租金",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M45\S20_M45_158.wav,"振作,故鄉,媽媽,心疼",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M30\S20_M30_199.wav,"袂當,食啥我欲聽,廣播",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M45\S20_M45_075.wav,"想起,彼當時,一條,手巾仔",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F56\S20_F56_026.wav,"內山,姑娘,欲出嫁",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F48\S21_F48_063.wav,"風景,烏蝛,竹葉",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M14\S20_M14_143.wav,"慈母心,免失志,針線情",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M32\S30_M32_100.wav,"誰是老大,戇過頭",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F54\S20_F54_181.wav,"我想欲,坐計程車,回診,的時間",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M34\S20_M34_085.wav,"一嘴,乾一杯,舊情,也綿綿",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F26\S21_F26_082.wav,"海水,鯉魚,仁愛",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F43\S19_F43_278.wav,"應邀,訊號,搬運",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F55\S22_F55_292.wav,"行文,士官,鐵齒,銅牙槽",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F20\S16_F20_172.wav,"補紩,盛大,天窗",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M53\S30_M53_188.wav,"跳舞到天光,永遠醉佇你身邊",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F18\S10_F18_275.wav,廣福宮,nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F03\S21_F03_337.wav,"徛鵝,貓頭鳥,青狂雨",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M30\S20_M30_252.wav,"一零六點五,指南電臺",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M41\S20_M41_104.wav,"心裡,有針傷心,酒店",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F13\S14_F13_233.wav,"粉肝,粉粿",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M16\S10_M16_154.wav,壽豐,nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F44\S21_F44_266.wav,"西南,菜子,氣勢",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_F60\S20_F60_173.wav,"共我叫計程車,佗一款,運動",nan
E:\data\22k_corpus\tw\corpus\148_kaldi_tw_corpus_300_corpus\kaldi_tw_M29\S20_M29_232.wav,"九三點一,警察,廣播電臺",nan
